Lang	Latitude	Longitude	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
111413	-10,0540540540539	37,1171171171181	s i m    	yː eu s m̊    bː ɑː ɒ l    ɔː aʊ pˀ t̪ː    ɛ̃ u ˀp ʈː    q y ɛ̃ ʃʰ    	v i ʁ    	w aɪ ɸ yː m    	á s m v ɤ m̊    s i h f u ʃʰ    	yː ʁ ts m̊    ʃː f ɑː r    	r tɕ ə̃ ə̃    	w ũː ɟ    	i ɟ m    r ʌː nʲ    bʲː i nʷ    	aːi ɟ ˀt a    
98702	-30,7747747747746	26,7567567567577	y s dː    ø dzʱ w    	ãː tsʰ e r    	y s ɲː    ɒ kp ɕ    	s n o ɔ̃ bʰ    d̥ dʒ ɔ̃ ɔ̱ ⁿtʰ    	s ɪ p bʰ uː dʷ    kp ɒ tsʲ bʱ ə r    	o l ç ɲː    ˀŋ ʔ ə n̥    	s u ⁿt u    eˑ s nː eˑ    	dː ɨ ɲː    	y ⁿt m    uː r v̥    bʲ i ŋ    	l p ɨ ʀ    ˀd ɛ̃ĩ ɡ cː    
104108	2,55855855855873	42,072072072073	ə̆ k d    s u m    	ɖʐ o au kʷ    ɑ̃ː e dz r    ɬ o ŏ̱ sː    	au f v    j ɔˀ    ɓ ɑ̃ ɸ    ɓ ɑ̃ ɸ    	d x o e ɖ    ou mˠ r̥ mˠ    ⁿg ʉ ŋ a˞ m    gʷ a ⁿd ə m    	e k ɖ f ẽ ʁ    χ ĩ n̥ u f b    ə s mˠ ɖ e ʃʼ    t aːi ɔ    	v sː o ʁ    o t̪ː ɗː sː    	ʔ ʂ ĩ ĩ    	e d ʁ    a ɕʲ ⁿg    w ɔˀ pʲ    	ɗ āː m    t̪ː ɨ ȶ    āː ɗ m    	ʌː f qʰ a    ʔ ɗː ə n    s ĩ ɓ l̥ː    tʷ x õ ɕʲ    
138810	-22,216216216216	26,7567567567577	ø dzʱ w    	ãː tsʰ e r    	s y ɲː    	s n o ɔ̃ bʰ    	s ɪ p bʰ uː dʷ    	o l ç ɲː    ˀŋ ʔ ə n̥    	s u ⁿt u    	dː ɨ ɲː    	y ⁿt m    	l p ɨ ʀ    
138773	-17,7117117117115	36,2162162162171	iɛ dʲː z    aɪ ɥ ɹ    	s a ĩ k    	b ə cː    	gʷ ɑ ⁿd ə m    	ɾ cçʲ ã f u ʃʰ    	k kp æː ʃʰ    t̪ ⁿd iː fˠ    	ħ ɾ u u    	ĩ lʷ r    	ĩ f t̪ ɥ    	k a ʒ ʈʂ    
132818	1,20720720720738	42,972972972974	a̤ː tʰ i    	ã d̪    s ɛ̃ o tʼ    	j e̱    	pʲ ɛ n ts    	a̤ː t i    	t ɓ i    	t v e̱    ɗ ɔ̃ː sː ɔ̃ː    	i ʈʰ ɛ    	ə̃ː χʷ m    āː ɗ m    p ɨ ʈ    ɑ ɟ m    	ɓ ɕʲ ɐ ɛ    aːi ˀt ɟ yː    s ĩ ɓ l̥ː    
91912	-19,5135135135133	30,8108108108117	qʼ iɛ z    	o ɗː e̠ t    o dː ʌː r    ai s aˀ d̪    	ʌ f ð    	o z̩ e̠ n pʰ    	qʼ ɯ pʰ e˞ lʷ t    	ɹ ɑ̠ qʼ t    	qʼ t u u    r s ɔ̃ː ɔ̃ː    	a z t    o w r    dʒʱ æ pʰ    	t iɛ pʰ    	iɔ ʒ dʲː z̩    
104105	-27,171171171171	16,8468468468478	ŏ s w    	ʌ̃ ɔu d d̪    	əː pʰ k    	sʰ n ɤ ɯ m    	s ɯ æ̃ m ɦ d̪    	ñ tʲ ɯː d̪    	æ̃ ɣː s uː    	ɯ w d̪    		ɦ tʲ ɯ ñ    
122809	-11,8558558558557	36,2162162162171	i s lː    	u ə̤ ʀ n    	f o̱ ʁʷ    	w ɡ a̱ ɔ t    	ʀ a m ĩ f n    	t̪ ʁʷ eː n    	n ʀ u u    	tː a n    	i β n    ʑ β ɔ cː    	t̪ f a ʁʷ    ʑ β ɔ cː    
102318	-22,6666666666665	26,3063063063072	s̪ ui lʲ    e s f    	ə˞ ʊ s̪ ŋʷ    e g̊    	s̪ əu k    e s̪ ʑ    f ə̃ ʃʰ    	f ɛɪ k øː m    w eˀ ɔ̃ ɕː tʲ    	s̪ m u u s̪ j    	k ʊ k j    ɖ u ⁿs t    nʱ ⁿts ʌː rʷ    	u tsʲ s̪ u    ɨ ʈʂ sˠ ui    ɭ p ou ou    	u lʲ j    mʲ ui ɹ    	əu ŋʷ m    	k u s̪ k    ao mʲ ɭ ɮʲ    
80227	-8,25225225225208	18,1981981981991	bʱ iː aˑ    i s kʼ    	eː t̪ː    o ɑˑ ŋ̩ k͈    u cː ē ŋ    s o æ dʷ    	tː i k    ɨi n̩ cː    	oi x kʼ rʲ    ˀt o ɔ̃ n t    	ɛˀ ɬ sˠ tː á d̪    s m ɔˑ ə f ʃʰ    	ʝ ʝ ɑi r    r k o d̪    k o j d̪    	kʰʲ v ɒː    ʈ d̪ʰ u u    	ˀm aˑ e    oː t dʷ    	ɑˑ ɭ m    ũ ʈ χ χ    ɨ̃ tː tʰ    	ũ ʈ χ χ    t̪ː oː l̪ˠ tʼ    f ɔɪ r ɯi    ð ʁ ə cː    
82922	-0,594594594594425	28,5585585585595	a̱i m w    iː d̪ s    	oː iə ʕ θ    a ɓ    	x a̱i ɕʲ    	s ɪ l sː    	ɪ ɛ̤ x m x ɗ    n̪ sˤ ɪ s ĩ̟ d̪    	o j ɕʲ ɗ    r ɟ uɔ    	m ɗ ɔ̃ː ɔ̃ː    ɔ˞ s ʮ oː    r z̩ i i    	a ɕʲ z̩    	r i r    	bʱ z̩ ɔˑ ɾ    s j a ɹ    
80226	-4,19819819819803	21,8018018018027	iː bʱ aˑ    eu ʈː ɗ    	i bʲ    ɯ i̟ s mː    s ɔ̃ ɒː tʰ    	ts uɔ    	oi dʰ pʰ rʲ    ɜ ɡ u t dz    	iː ʐ ẽː    	r ʐ uɔ    	ʐ v e    	ẽː ˀm ɯ    a ɕʲ qχ    	ɾˠ e̱ ɾ    n ai m    	mʷ ɕ e k    f qʼ ă χ    β tɕ e ʃʼ    ɑ˞ ɹ p a    
138771	-27,6216216216214	19,0990990991	s ẽ rʲ    	s aːi ʊɪ nː    	i ŋˀ cː    	qʼ ʊɪ ă ɬ m    	ʔ ë ȶ ˀd ɑu r    	t̪ cː ə ȶ    	s ä nː eː    	t̪ ɛˀ nː    	ʈ ɔɪ cçʲ    	f ɛˀ t̪ cː    
91909	-5,54954954954938	22,7027027027036	ʰt o̱ o̱    	a̤ t e lː    	ɯ̆ ɖ    	ɔɪ ã w v n̪    rʲ ɐː kʷ œ m    	ŋ o̱ o̱    n̪ ɛ sˤ f ĩ̟ ŋ    cː ɨ̠ æː    	ɔɪ t ɬ ɴ    	ŋ pː i    rʷ p o̱ o̱    	o̱ pʰ õ    	ʉː r pʰ    e̞ rʷ sˤ    n̪ u m    	χ ɳ ɤˑ g    
122806	-28,9729729729728	22,7027027027036	k ei ⁿt    	ũ ɐ s bv    	ʒ e cː    	dː n ũ ɨ v̩    	ẽː l z oː m rʷ    	d ũ v rʷ    	l rʷ ɔ̃ː ɔ̃ː    	ẽː dː ɾ    ˀb ũ tɬ    ɲ ʊː l    		z d õː t    
113323	-9,15315315315298	14,5945945945955	iː bʱ ø    	bʲ eː    ʑ ɛ    pʼ ɛ    v ɯ ɛi b    dʰː ʊɪ i̘ d̪    	χ ʉː    	oi pʰ s rʲ    ʎ ĭ ɕ ou ˀl    n b ɜ o m    	iː ʐ ẽː    	ʐ b uɔ    	ʐ v ɒ    pʰ əu v̩ əu    	ẽː ˀm i    	iː b b    ɯ rʷ m    n ai m    	tˤ ũ χ χ    f ã dˤː kʰ    
136730	-23,5675675675674	15,4954954954964	θ ŏ w    	ɔu e ʄ d̪    æ̃ tsʲ a̤ː l    	ŏ tɬ ⁿt    	w ɯː e n m    ɛː n kʼ e ɓ    	θ ɯ m æ̃ tɬ d̪    	tʲ ⁿt ɯː d̪    ʔ ˀŋ ə n̥    ʔ ˀŋ ə n̥    kʰʲ kʰʲ əu b    	θ æ̃ bv ɛ̃    s ɣʰ u u    s ɣʰ u u    	ɯ w d̪    t oː dʷ    	əi sʰ n e m    	tʲ tɬ ɯ ⁿt    ȵ ɔˑ ɖʰ ȵ    
122805	-23,5675675675674	28,108108108109	ɖʐ uː w    uo dz ʝ    s e tː    lʲ əu w    s e tː    	o dː ʊ r    	ɐu ɧ    	w u y xʲ tʰ    ˀn ə ɛ̃ t m    	s ei m dʑ u ʔ    	kː kː u r    	ɔ̃ː r dː ɔ̃ː    	u w ʐ    	r uː tʰ    ʃː β a cː    	zː ĩ̟ kː kː    ⁿts f ɑ ⁿts    ɒ ʔ j tɕ    
41207	3,45945945945963	26,3063063063072	ȵ eˑ ʌ    	ɬː o ɐ r    s ɒː ə tʰ    ʑ ɛ    iɛ m ɑˑ ʁ    	tɕ iː tsʰ    j æ    	ɕʰ o ɐ lː r    n b ɪ o m    s ɛ ŋ sː    uː nʷ k bʲː    o̞ː t n a̠ ʂ    	ɬː r æː tɕ ɪ r    ã l̪ m f ɑ̆ lʲ    	tsʰ ħ ũ r    t r e    r sː e̠    ɟ r uɔ    	ñ r oː    ʔʷ tː u u    z̩ t oː    ñ ʑ ui    	t a dʷ    bʲ a qχ    w ɔˑ ɯ̱    	iː r r    ɑi ʃ dʲ    	ħ tɕ æː tsʰ    qˀ ui ʁ ɯi    ɗː j iɔ ɤ    
132809	-1,94594594594578	20,0000000000009	s ɛ ð    	i nʲ    o e tsʰ kʷ    	ʉː dʷ    	i k tsʼ ʂ    	iː cː æː    	ɓ ⁿdʑ ă    	v ɓ oː    	ə̆ t i    t e̱ pʲ    	i r gʱ    	ɐ mˠ m̊ i    yː ⁿts r̃ i    
136727	1,20720720720738	26,3063063063072	eː h ĩ    	o l̪ o̞ː tsˀ    		j ˀn ɛ̃ o lʲ    	eː h ĩ    ɣ r ʉ ɤ̱ ɒː pʲ    ʊː dz ħ tɕʰ ɔ̃ː j    x ɤ̱ m ɛ̃ u pʲ    	h r aˑ    cː k o r    	v h oː    	tː ẽː a    	i j r    	f ʉ c ʃ    bʱ yː f a    
120907	-2,84684684684668	32,6126126126135	i s m    s u zʲ    	s y eu r    ⁿɢ ŭ u d̪    	i ɾˠ cː    tʲ æ ɢ    	ɑˑ w ʌ̃ ɕ ɾ    bʱ o oi v m    	o̞ː s m ɾˠ ɔ˞ r    aː s f cçʲ ɔ̃ː r    s aː f ũ sʰ s    dz eː m β ɑ̆ v    ʊː ʂ ˀj tɕʰ ɔ̃ː l    	cː y ð r    kː cː ɔ̃ d̪    v s̪ ɔ̃ d̪    	s r ŭ ŭ    	o̞ː zʲ r    ãː nʲ cʰ    	dz β eː pʰ    b i ⁿt    	aːi ˀt r a    dz β eː pʰ    x tʷ æ̃ ɕʲ    ȵ ʌ̃ nʲ s    
117037	2,10810810810828	21,8018018018027	eː h a    	l̪ o o̞ː tsˀ    xʷ ʉ o̞ː r    	ɧ ɔ̃ː    	ʁʷ ˀn eu o bʰ    	eː t a    ʊː ħ χ f ɔ̃ː j    	t r aˑ    cː k o r    t v oː    	t v oː    gʷ tʼ ɐ    	tː ẽː a    	i j r    	o̞ ʐ f a    
138805	1,20720720720738	16,3963963963973	ʈʂ iː aˑ    s ĕ ts    	ʐ i    o p o̞ː l̥    ṽ ɐi aː r    ʑ ɛ    eː sʰ o̞ː ȶ    s eu ɨ ɣʲ    	ɧ ɛː    	s a w tɬʼ    œ n t uː m    	aːi t ɔ̱    	cç cç ă r    t̪ cː øː r    	fʲ v ɑː    ʔʷ tː u u    	aˑ ˀm e    e w r̃    	ˀb aˀ ʋ    	yː ʃ c ũː    ɤ f rː kʰ    
102312	-29,8738738738737	18,1981981981991	ʈʂʰ i ʈ    	ə˞ θ æ cçʰ    e ɪ ȵ r    ʈʂ e ē ŋ    	ʌ̃ ˀd ɸ    ñ ʏ ɖʐ    ʜ i ŋ    	sˤ ũ au n ʈ    	ɔʊ ʈʂʰ ʈ ˀd ʊ cçʰ    ɖ m ə k ə l    	ñ ɯː tʲ ⁿt    	cçʰ ʈʂʰ ũ ũ    ŋ̩ ɗ ẽ ẽ    s æ̃ ɣː uː    ɛ̃ sʰ ɬː ɛ̃    	ɯ w ⁿt    	lʲ ũ mʲ    	dʱ d̥ ʏ ʋ    ʃ f i̠ kˀ    ʃ f ə̆ jː    
71850	2,10810810810828	19,5495495495505	ʕ ə ɑ    eˑ ȵ ʌ    eː h ɵ    	w̃ eː    s ɛo oˑ tʰ    eː bʲ    s ɛ̃˞ oˑ m̊    tsʲ ə̤ æ̃ m̥    s ə oˑ ɬ    	l ʉː    ã̤ː g    o ʒ cː    	s l ɛ sː    	x m ɤ̱ ɛ̃ u ɢ    r s f ʌː au sː    r s f au aˑ sː    r s f au ʌː sː    	r ʁ aˑ    r ɟ eu    s cː u pʲ    r ɟ eu    	v ʁ oː    	ou tː a    	o f m    f ei m    ɑi ʐ dʲ    i r r    	o̞ f ʈ ui    r bː o u    
138804	-16,8108108108106	21,8018018018027	iɛ dʲː z    	o e cʰ vʲ    	pʼ o cː    	o kː n ʊ bʲː    	dʲː ɔʊ bʲː pʼ u t    ɛi tʰ ðː ɣ ŭ ɗ    mˠ i h f ø ʃʰ    	cː ĩː dʲː t    nʱ ⁿts o rʷ    	t u dʲː u    	ɔʊ z t    	dʲː ɔʊ pʼ cː    	ɹ ɔʊ f cː    
82982	-26,2702702702701	26,7567567567577	ø dzʱ w    	aɯ dzʱ ă b    e g̊    	w e ð    ɒ kp ɕ    	kʼ aɯ e ɖʰ pʰ    	dzʱ ĭ ð f u b    kp ɒ tsʲ bʱ ə r    	k k a b    ʔ ˀŋ ə n̥    	b dzʱ u u    	ĭ w b    	aː b ð    bʲ i ŋ    	k f ĭ k    ˀd ɛ̃ĩ ɡ cː    j f ɪː ˀp    tʲ ɯ ʜ ñ    
117034	-24,4684684684683	33,9639639639649	i s w    	ɛʊ ȵ yː lʷ    	i f k    	cçʰ u m    	s ɛʊ b u dʑ r    	t̪ cː e r    	r s u u    	ɔː w r    	cçʰ u m    	t̪ dʑ e cː    
136723	-10,5045045045043	15,045045045046		o ɨː ɭ r    dː o ɯ̆ r    	ɯi ɣ ts    	a β ə rː j    e ⁿd ɛ n ɟ    	s e gʷ ɑi ŋː ȶ    	t̪ ɑi cː ȶ    k aɔ k r    	s ɑi ȶ ɑi    	ə ʒʲ ȶ    	iː ɕʲ sʰ    r au ɣʷ    	t̪ ŋː e cː    
119052	-30,3243243243241	26,3063063063072	ŏ s w    	ɔu e ʄ d̪    ʉ l̥ ɑˑ vʲ    	ɦ i ŋ    f i cː    	sʰ n ɯ ɤ d    ʉ ʀˀ ⁿdʑ əu bʲ    	u tsʰ d tsʰ u v̩    	ɪˑ pfʰ ɲ ʃʰ    	s æ̃ ɳ uː    	ɯ w d̪    	sʰ ɒː e n d    	tʲ ɯ ʜ ñ    
82975	-6,45045045045028	35,7657657657667	s ɯ tsʰ    s i lː    	s ã e fʲ    aːu e s ɭ    s ɛo ɒː tʰ    ɑ̃˞ o pʰ ʃʰ    	k ɯ s    	n ɨ ⁿg y t    	s k u t u fʲ    s i h f u ʃʰ    i f s h u ʃʰ    	j s ɨ fʲ    	s u vʲ əː    ʌ̃ s r uˀ    ʀ z ɑ̃˞ ɑ̃˞    	u n l    	f ɨi ʋ    	k j ɔ s    
90344	0,306306306306476	17,2972972972982		eː w̃    ãː iː l̪ˠ tɕ    	ɧ iɔ    eu ɧ    		ʊː ħ χ tɕʰ ɔ̃ː j    mʲ ʌ m ɗː eˀ ɣ    l ɨ m f ə̃ r    	t r aˑ    	t v oː    ɟ ɣ oː    	a ɕʲ qχ    	pʰ a r    ɛ̃ r f    	f ɔ̃ r a    
85757	-9,60360360360343	34,8648648648658	s əu m    i ˀd w    	ɔi ɨ ɡ ʔ    ɖʐ o au qː    q y ɛ̃ ʃʰ    	i v d̥    	uɔ n e w ŋ    	l ɔˑ t̪ c a̠ ʃʰ    	ts ã d̥ ɕ    əu l̪ˠ cː ȶ    	r ũ tɕ ũ    	ɔˑ qː ʃʰ    	ɟ i m    ɯ r l    p ɨ ʈ    ũ l̪ˠ m    	aːi ˀt ɟ a    f sː e v    
132803	-31,225225225225	24,054054054055	tsʰ aɪ dʰ    	i̠ tsʰ ɑˑ ŋʷ    	oˑ tsʰ k    	tː o ɣ øː ɣ    	ũ sː ʒ ɣ eː ɓ    	k k i̠ r̥    	u tsʰ ɲː u    	u dʰ r̥    	oˑ ŋʷ ɣ    	k u tsʰ k    
88786	-2,39639639639623	35,3153153153162	s ə c    	ə s a r    	a l̥    	ʐ u ˀl e bˠ    	r s f ʌː au ŋʷ    	ɴ ⁿd ɨ̃ n̩    	n̩ ⁿd ĭ ĭ    t v ĩ    	ā ɭ n̩    	aː n̩ ɭ    ai r ʈʂʰ    	ⁿd ȵ a ɗ    
104096	-11,4054054054052	14,5945945945955	i s mʲ    	o eˑ l l    	ŭ m b    	e ⁿd ɛ n mː    	s͈ dʒ ĕ u kʰ b    	ʈʰ k ã d̪    t̪ b ɐi ɭ    	ɔ̃ː l r ɔ    	bː u r    	r ŭ m    	m t̪ eˀ b    
119051	-23,1171171171169	18,1981981981991	e s f    	ə˞ ɯ tsʰ ɲ    øː s ɛɪ r    	tsʰ ë ʑ    	ɛɪ f θ øː dː    	tsʰ dː aː tsʰ u j    	k k ɯ j    	u tsʰ tsʲ ɔ̃ː    	u lʲ j    	ɲ əu dː    	k aː tsʰ k    
111390	-19,0630630630629	26,7567567567577	iɛ dʲː z    iɛ ʑ ɳ    	e g̊    	f ʊ̃ ʃʰ    	o kː n ʊ bʲː    w ũ e n ʈ    	ɛi tʰ t ɣ ŭ ɗ    ʀ ei p dʑ u pf    	nʱ ⁿts o rʷ    l̪ˠ e̞ t ȶ    	t u dʲː u    tɬ u tɬʰ u    	ɔʊ z t    	dʲː ɔʊ ʒ t    	ɹ ɔʊ f t    
138800	-17,7117117117115	12,3423423423432	ŏ s w    	ə s̪ á dz    	ŏ r k    	tʲ ɔ̆ ʃ ɔ m    	m s ɑ̃ æ̃ r d̪    	tʲ ɯː k d̪    	dz s̪ ɪ ɪ    	w ɑ̃ d̪    	ø dz dʒʱ    	r tʲ ɑ̃ k    
138799	-4,19819819819803	11,8918918918928		eː w̃    s ɔ̃ ɒː tʰ    ãː iː l̪ˠ tɕ    	ɧ iɔ    e̞ ɧ    	ɜ ɡ u t dz    	t eː ɐ̃    ʊː ħ χ tɕʰ ɔ̃ː j    mʲ ʌ m ɗː eˀ ɣ    l ɨ m f ə̃ r    	t r aˑ    	t v oː    	a ɕʲ qχ    	f ɛ dz    pʰ a r    ɛ̃ r f    	f ɔ̃ r a    
85753	-15,9099099099097	13,6936936936946	ṽ oːu b    	oː ɛˑ tsʰ ʂ    	a̤ f ʃ    	n aˑ b ɔː h̃    	ṽ ɔˑ h̃ uɔ ɖʰ r    	t̪ ɔː ⁿg r    	ṽ uɔ z uɔ    	w y r    	i z ɖ    	ʉ kʰʲ ɖʰ kʰʲ    ⁿts f ɔ̱ ⁿts    
85752	4,36036036036053	33,5135135135144	ɛ̃ h̃ a̱    	ʈ ɛ    s eu y pʲ    	tsʰ ɐu    x ĩ ŋʲ    	o ⁿg ŋ a˞ m    	ɛ̃ tɕ a̱    	β t y    	t x ɨ    m ɗ ʊ ʊ    	a̱ tː aʊ    a ɕʲ ⁿg    w ɔˀ pʲ    	ɑː b̥ x    ɪ x m    	c ɤː β aʊ    s ɓ ĩ l̥ː    
134776	-14,5585585585584	16,8468468468478	ɖʐ uː w    	o dː ʊ r    	uː zː ɲː    	w u y xʲ v̥    	s ɔˑ m dʑ u ʔ    	ɲː ɲː u r    	r ɔ̃ː dː ɔ̃ː    	u w ʐ    	r uː v̥    	zː ĩ̟ ɲː ɲː    
100473	4,81081081081098	27,6576576576586	ɛ̃ d o    	tɕʰ ɤ ɛ̃ d̪    	ŋˀ ui tsʼ    	n ɜ uː ⁿt m    	ʂ ɑ̱ ɟː ɟː a z    	t ⁿts é    	t m aʊ    	ŭ ɗ a    ɔˑ r ʃ    	ʑ ĩ ʥ    aɯ f ñ    	sʲ ɔu ȶ    
65879	-13,207207207207	39,8198198198208	ʀ ɛː ɕʰ    	u ɳː ɯ̃ dʒ    tʲ iɪ ɒ l    	e˞ r sʰ    	d̪ʰ o e kʼ p    	l ɔˑ ðˀ m u mˠ    ⁿd ɔ m f e̞ n̩    	ʃː r ɑː r    	z ʀ u u    	ɕʰ ɛː z    	ʑ β ɔ cː    	r ɛː t̪ sʰ    
80211	-0,144144144143975	11,8918918918928	eː tɕ oi    	ã s ɒː tʰ    	ɔ̃ː ɧ    	kʰ n iˀ õ m    	x ɤ̱ m ɛ̃ u pʲ    	t ɯ̱ aˑ    	t v oː    	tː oi a̤ː    	ɛ f m    	ɣ o̞ f a̤ː    t j o̞ k    ʈʂ ɔˑ j k    aː̈ ɢ m    
3157	-1,49549549549533	14,1441441441451	ɐ ɸ ɓ    	ɴ o o pʲ    au o kː kʷ    s aɯ ɛː qʷ    ə̤ tsʲ æ̃ t    g̊ ʊː    	ɨi f ɕʲ    	z̩ d ɛ̃ ø tʰ    oi w s wʲ    	ɸ tʰ ɑ f e̱ pʲ    ɽ s ɑː f ə̥ r    ɽ s ɑː f ə̥ r    s a s r̃ u ȶ    	ɳ j ũ dʒ    t̪ cʰ o r    	e̱ ɸ tsʼ e̱    u k ˀŋ a̤    tɕʰ ø r ø    ʐ v ɯ̃    	ɒ ɓ pʲ    	p ɐ tʰ    	f ă kp kʷ    j ʀ ɛ̤ k    ɕʲ ɔ: q q    v k ʊː dz    f ɔi t̪ dʒʲ    
2615	-17,2612612612611	25,8558558558568	ə s tsʼ    	œː ɛ̃ ʮ tɕ    āː q e mˠ    	ə n̩ cː    	ũ e ʋ n m    	a s f s ʊɪ v    	v i s    ʔ ˀŋ ə χ    	r ʑ u u    a s w a    	ui w r    	i r nʲ    	ɐː f p p    
113309	-18,162162162162	15,4954954954964	əː s kʼ    xː i w    	uo ʌ ɲ d̪    kʰ o̤ o̤ r    ɲ o e ʈʰ    	ɐi f n    	ɲː ɤ ɔː n j    	ɲ ə m f u d̪    	n ɡ ɑː d̪    aˑ ʃ ʃ p    	ɲ r u u    tsʰ s ɔ̃ː æ    qχ i tʰ i    	ə w d̪    w a tɕ    	r æː m    aːu r jː    f ʏ m̩    ʑ q ɔ cː    	f r yː a    c ɛˑ k k    ʑ q ɔ cː    ɔˑ f d̪ʰ d̪ʰ    
81590	-14,1081081081079	14,5945945945955	j ɒ dʒʱ    	j y yː pʰ    	uˑ n tɕ    	dʒʱ yː y tɕʰ n    ia w n ɤ ðʲ    	j n ɔˑ n u pʰ    	qʼ tɕ yː pʰ    l̩ ɕ uɔ v̥    	j u pʰ u    	dʒʱ ɔˑ pʰ    mʲ ui ɦ    	v a t̪ ⁿts    aː nʱ ɟ    r i l̥    	n qʼ ɔˑ tɕ    
98684	-1,94594594594578	39,8198198198208	u ɦ w    	ʀ eː    õ s̪ː o d̪    iː s yː d̪    ⁿɢ uˑ u d̪    cçʰ ĩ eu dʑ    	əː mʲ ʂ    f yː ʈ    iɛ β cː    	t ẽ n ɒː χ    	ɾ ɒː m f u ʃʰ    ɑ s ɳ ẽ ɕ ɗ    s ɑ˞ m f i̱ ʥ    ɲ̥ æ̃ tʰ dʱ ă ɗ    	ɬ ʈʰ o̞ː ɕʰ    s̪ v ɔ̃ d̪    	ɬ ɔː lː ɔː    ɬ w r w    ɬ ɕː a a    u ʈʂʰ s u    	ɨ̠ tː a    mʷ ɑ̆ ʃʰ    ɑː n̩ ʝ    	ə˞ r qχ    β ʑ ɔ cː    	ɐ ʄ ɲ ŋ    β ʑ ɔ cː    
120900	-5,54954954954938	12,7927927927937	dʲː ɑː pʼ    	ĭ s ɐ h̥    	aː f ɕ    	o g r̃ a t̪    	ˀd ɔʊ f ɑ̆˞ χ v̥    a ŋ qχ f u pʲ    	ɕ l̩ o v̥    	ˀd v̥ ɑ̆˞ ɑ̆˞    	g y v̥    a mʲ dʷ    	i h̥ m    	f l̩ ɔʊ ɕ    
85747	-4,19819819819803	24,9549549549559	ɺ oːu b    ȵ i ʌ    	ɺ ɐi aː ʈʂ    ɯ e s mː    ɐ o pʲ r    s ə ɒː ɳ    ɯ e ʈʂʰ mː    	ɧ ɔ̃ː    	ɑi z u n m    	ʕ g ũ tˤ ũ sʲ    	kʰʲ ɜ kʰʲ b    o ʃ ʃ p    ȶ ã l kʰ    kʰʲ kʰʲ ɜ ɣ    	s ə˞ b̥ ə˞    	ɔˑ b ʈʂ    ʉ w ʈʂ    ã tː a    a hʷ r    ʋ ɑː m    ai w r    	ə̃ t ʋ    r y m    r i l̥    	v k ʊː dz    
87224	-19,5135135135133	14,5945945945955	kʷ i ⁿtʰ    sʰ e˞ bˠ    	ð ɜ e kʰ    	i bˠ lː    	ɔʊ m̩ çː ɛ dʑ    	ⁿq aːi ɳː bˠ u ŋ̩    	lː lː ɔʊ ŋ̩    	ⁿq u ŋ̩ aːi    d ⁿg u u    ɗ ŋ̩ ẽ ẽ    	m̩ aːi ŋ̩    	i dʑ ʡ    ʑ β a cː    	ɔˑ j nʲ k    u x f cː    f mˀ ɔˑ b    
87223	-9,60360360360343	33,5135135135144	ã dʲː z    ʂ ɛː z    	o ˀŋ o̞ː tsˀ    a̤ː o tsʰ mʱ    ẽ f u θ    	ɤ ɢ k    	o bʱ æ̃ ɖʐ m    	dʲː a m ʒ u tsˀ    ɾ g ɔˑ u sʰ ʃʰ    	t õ ʑ ɖʐ    w ã j d̪    	tsˀ dʲː u u    r s ə̃˞ ə̃˞    	a z tsˀ    e w ɗ    	dʲː a ʒ cː    	ɹ f a cː    
138794	-19,9639639639638	15,4954954954964	sː ɑː β    	au ⁿd ɑ̃ x    		β æ̃ ɓ ɨ m    	ũ sː m ʒ u ɓ    	sː aɪ tsʰ ɓ    	dʰː ia b̥ ia    	a̘ m ʈː    		ʒ uː sː tsʰ    
85746	-6,90090090090073	17,7477477477487	iː d̪ f    	á ʌ ɲ d̪    kʰ o̤ o̤ r    tɬʼ ɛ    	f i ɕʲ    	t ɛ̃ o dʒ ɱ    	iː ʐ aˑ    	ʃʰ ʃ ə˞ d̪    	rʷ h ɔ̃ː ɔ̃ː    ɲ æ ʐ æ    	a w pʲ    e w r̃    	u n̪ m    ʈ ai bʲ    	d̪ aˑ ˀm pʲ    
98681	-8,70270270270253	27,2072072072081	uɔ ṽ ɣ    h eː ɵ    	ṽ a̤ aː ɲ    	l̥ i ɲ    ɧ ɔ̃ː    	n ɣ aˑ o m    ɜ n uː t m    	ṽ ɔˑ m uɔ ɖʰ ɲ    	cç cç ă ɲ    o ʃ ʃ ʑ    	ʀ z ɑ̃˞ ɑ̃˞    	ɣ ɔˑ ɲ    ʉ w ɲ    	ɲ uɔ m    ã t̪ː m    	ɔˑ cç ɖʰ cç    j ɕ a ʒ    ʑ ʒ ɔ tʷ    
93455	0,306306306306476	15,9459459459469	s ɛ ð    	nʲ i    o e tsʰ kʷ    uː e pː tʼ    e uː pː tʼ    	ʉː dʷ    	i k tsʼ ʂ    	iː cː æː    	ɓ ⁿdʑ ă    ʐ ɖ uɔ    	v ɓ oː    	ə̆ t i    e̱ t pʲ    ẽː ˀm e    	i r gʱ    ɭ ɑˑ m    	yː ⁿdʑ f i    yː tsʰ m̊ i    ɐ mˠ m̊ i    yː ⁿts r̃ i    
